park_name,scientific_name,category,common_names,conservation_status,observations
Yosemite,Ostrya virginiana,Vascular Plant,Hop-Hornbeam,Least Concern,167
Bryce,Otospermophilus beecheyi,Mammal,California Ground Squirrel,Least Concern,130
Great Smoky Mountains,Otospermophilus beecheyi,Mammal,California Ground Squirrel,Least Concern,89
Yellowstone,Otospermophilus beecheyi,Mammal,California Ground Squirrel,Least Concern,276
Yosemite,Otospermophilus beecheyi,Mammal,California Ground Squirrel,Least Concern,149
Bryce,Otus asio,Bird,Eastern Screech-Owl,Least Concern,110
Great Smoky Mountains,Otus asio,Bird,Eastern Screech-Owl,Least Concern,100
Yellowstone,Otus asio,Bird,Eastern Screech-Owl,Least Concern,233
Yosemite,Otus asio,Bird,Eastern Screech-Owl,Least Concern,169
Bryce,Otus flammeolus,Bird,Flammulated Owl,Least Concern,137
Great Smoky Mountains,Otus flammeolus,Bird,Flammulated Owl,Least Concern,79
Yellowstone,Otus flammeolus,Bird,Flammulated Owl,Least Concern,283
Yosemite,Otus flammeolus,Bird,Flammulated Owl,Least Concern,127
Bryce,Ovis aries,Mammal,Sheep,Least Concern,119
Great Smoky Mountains,Ovis aries,Mammal,Sheep,Least Concern,76
Yellowstone,Ovis aries,Mammal,Sheep,Least Concern,221
Yosemite,Ovis aries,Mammal,Sheep,Least Concern,126
Bryce,Ovis canadensis,Mammal,Bighorn Sheep,Species of Concern,109
Great Smoky Mountains,Ovis canadensis,Mammal,Bighorn Sheep,Species of Concern,48
Yellowstone,Ovis canadensis,Mammal,Bighorn Sheep,Species of Concern,219
Yosemite,Ovis canadensis,Mammal,Bighorn Sheep,Species of Concern,117
Bryce,Ovis canadensis sierrae,Mammal,Sierra Nevada Bighorn Sheep,Endangered,22
Great Smoky Mountains,Ovis canadensis sierrae,Mammal,Sierra Nevada Bighorn Sheep,Endangered,25
Yellowstone,Ovis canadensis sierrae,Mammal,Sierra Nevada Bighorn Sheep,Endangered,67
Yosemite,Ovis canadensis sierrae,Mammal,Sierra Nevada Bighorn Sheep,Endangered,39
Bryce,Oxalis corniculata,Vascular Plant,Yellow Wood Sorrel,Least Concern,174
Great Smoky Mountains,Oxalis corniculata,Vascular Plant,Yellow Wood Sorrel,Least Concern,164
Yellowstone,Oxalis corniculata,Vascular Plant,Yellow Wood Sorrel,Least Concern,472
Yosemite,Oxalis corniculata,Vascular Plant,Yellow Wood Sorrel,Least Concern,317
Bryce,Oxalis dillenii,Vascular Plant,Slender Yellow Woodsorrel,Least Concern,254
Great Smoky Mountains,Oxalis dillenii,Vascular Plant,Slender Yellow Woodsorrel,Least Concern,180
Yellowstone,Oxalis dillenii,Vascular Plant,Slender Yellow Woodsorrel,Least Concern,521
Yosemite,Oxalis dillenii,Vascular Plant,Slender Yellow Woodsorrel,Least Concern,321
Bryce,Oxalis grandis,Vascular Plant,Large Wood-Sorrel,Least Concern,87
Great Smoky Mountains,Oxalis grandis,Vascular Plant,Large Wood-Sorrel,Least Concern,54
Yellowstone,Oxalis grandis,Vascular Plant,Large Wood-Sorrel,Least Concern,276
Yosemite,Oxalis grandis,Vascular Plant,Large Wood-Sorrel,Least Concern,146
Bryce,Oxalis montana,Vascular Plant,Wood-Sorrel,Least Concern,72
Great Smoky Mountains,Oxalis montana,Vascular Plant,Wood-Sorrel,Least Concern,47
Yellowstone,Oxalis montana,Vascular Plant,Wood-Sorrel,Least Concern,231
Yosemite,Oxalis montana,Vascular Plant,Wood-Sorrel,Least Concern,161
Bryce,Oxalis stricta,Vascular Plant,Yellow Wood-Sorrel,Least Concern,114
Great Smoky Mountains,Oxalis stricta,Vascular Plant,Yellow Wood-Sorrel,Least Concern,76
Yellowstone,Oxalis stricta,Vascular Plant,Yellow Wood-Sorrel,Least Concern,256
Yosemite,Oxalis stricta,Vascular Plant,Yellow Wood-Sorrel,Least Concern,147
Bryce,Oxalis violacea,Vascular Plant,Violet Wood-Sorrel,Least Concern,187
Great Smoky Mountains,Oxalis violacea,Vascular Plant,Violet Wood-Sorrel,Least Concern,191
Yellowstone,Oxalis violacea,Vascular Plant,Violet Wood-Sorrel,Least Concern,507
Yosemite,Oxalis violacea,Vascular Plant,Violet Wood-Sorrel,Least Concern,284
Bryce,Oxydendrum arboreum,Vascular Plant,Sourwood,Least Concern,110
Great Smoky Mountains,Oxydendrum arboreum,Vascular Plant,Sourwood,Least Concern,96
Yellowstone,Oxydendrum arboreum,Vascular Plant,Sourwood,Least Concern,230
Yosemite,Oxydendrum arboreum,Vascular Plant,Sourwood,Least Concern,164
Bryce,Oxypolis occidentalis,Vascular Plant,Western Cowbane,Least Concern,121
Great Smoky Mountains,Oxypolis occidentalis,Vascular Plant,Western Cowbane,Least Concern,51
Yellowstone,Oxypolis occidentalis,Vascular Plant,Western Cowbane,Least Concern,242
Yosemite,Oxypolis occidentalis,Vascular Plant,Western Cowbane,Least Concern,142
Bryce,Oxypolis rigidior,Vascular Plant,Stiff Cowbane,Least Concern,98
Great Smoky Mountains,Oxypolis rigidior,Vascular Plant,Stiff Cowbane,Least Concern,100
Yellowstone,Oxypolis rigidior,Vascular Plant,Stiff Cowbane,Least Concern,271
Yosemite,Oxypolis rigidior,Vascular Plant,Stiff Cowbane,Least Concern,144
Bryce,Oxyria digyna,Vascular Plant,Mountain Sorrel,Least Concern,90
Great Smoky Mountains,Oxyria digyna,Vascular Plant,Mountain Sorrel,Least Concern,83
Yellowstone,Oxyria digyna,Vascular Plant,Mountain Sorrel,Least Concern,288
Yosemite,Oxyria digyna,Vascular Plant,Mountain Sorrel,Least Concern,150
Bryce,Oxystegus tenuirostris,Nonvascular Plant,Oxystegus Moss,Least Concern,128
Great Smoky Mountains,Oxystegus tenuirostris,Nonvascular Plant,Oxystegus Moss,Least Concern,69
Yellowstone,Oxystegus tenuirostris,Nonvascular Plant,Oxystegus Moss,Least Concern,221
Yosemite,Oxystegus tenuirostris,Nonvascular Plant,Oxystegus Moss,Least Concern,149
Bryce,Oxytropis borealis var. viscida,Vascular Plant,Viscid Locoweed,Least Concern,117
Great Smoky Mountains,Oxytropis borealis var. viscida,Vascular Plant,Viscid Locoweed,Least Concern,76
Yellowstone,Oxytropis borealis var. viscida,Vascular Plant,Viscid Locoweed,Least Concern,217
Yosemite,Oxytropis borealis var. viscida,Vascular Plant,Viscid Locoweed,Least Concern,130
Bryce,Oxytropis campestris var. cusickii,Vascular Plant,Cusick's Locoweed,Least Concern,70
Great Smoky Mountains,Oxytropis campestris var. cusickii,Vascular Plant,Cusick's Locoweed,Least Concern,55
Yellowstone,Oxytropis campestris var. cusickii,Vascular Plant,Cusick's Locoweed,Least Concern,235
Yosemite,Oxytropis campestris var. cusickii,Vascular Plant,Cusick's Locoweed,Least Concern,130
Bryce,Oxytropis deflexa var. foliolosa,Vascular Plant,Pendantpod Locoweed,Least Concern,133
Great Smoky Mountains,Oxytropis deflexa var. foliolosa,Vascular Plant,Pendantpod Locoweed,Least Concern,83
Yellowstone,Oxytropis deflexa var. foliolosa,Vascular Plant,Pendantpod Locoweed,Least Concern,237
Yosemite,Oxytropis deflexa var. foliolosa,Vascular Plant,Pendantpod Locoweed,Least Concern,152
Bryce,Oxytropis deflexa var. sericea,Vascular Plant,Pendant-Pod Locoweed,Least Concern,82
Great Smoky Mountains,Oxytropis deflexa var. sericea,Vascular Plant,Pendant-Pod Locoweed,Least Concern,47
Yellowstone,Oxytropis deflexa var. sericea,Vascular Plant,Pendant-Pod Locoweed,Least Concern,260
Yosemite,Oxytropis deflexa var. sericea,Vascular Plant,Pendant-Pod Locoweed,Least Concern,169
Bryce,Oxytropis lagopus var. lagopus,Vascular Plant,Haresfoot Locoweed,Least Concern,117
Great Smoky Mountains,Oxytropis lagopus var. lagopus,Vascular Plant,Haresfoot Locoweed,Least Concern,105
Yellowstone,Oxytropis lagopus var. lagopus,Vascular Plant,Haresfoot Locoweed,Least Concern,214
Yosemite,Oxytropis lagopus var. lagopus,Vascular Plant,Haresfoot Locoweed,Least Concern,182
Bryce,Oxytropis parryi,Vascular Plant,Parry's Oxytrope,Least Concern,102
Great Smoky Mountains,Oxytropis parryi,Vascular Plant,Parry's Oxytrope,Least Concern,66
Yellowstone,Oxytropis parryi,Vascular Plant,Parry's Oxytrope,Least Concern,221
Yosemite,Oxytropis parryi,Vascular Plant,Parry's Oxytrope,Least Concern,132
Bryce,Oxytropis sericea var. speciosa,Vascular Plant,White Locoweed,Least Concern,126
Great Smoky Mountains,Oxytropis sericea var. speciosa,Vascular Plant,White Locoweed,Least Concern,95
Yellowstone,Oxytropis sericea var. speciosa,Vascular Plant,White Locoweed,Least Concern,275
Yosemite,Oxytropis sericea var. speciosa,Vascular Plant,White Locoweed,Least Concern,132
Bryce,Oxyura jamaicensis,Bird,Ruddy Duck,Least Concern,132
Great Smoky Mountains,Oxyura jamaicensis,Bird,Ruddy Duck,Least Concern,64
Yellowstone,Oxyura jamaicensis,Bird,Ruddy Duck,Least Concern,228
Yosemite,Oxyura jamaicensis,Bird,Ruddy Duck,Least Concern,134
Bryce,Pachysandra procumbens,Vascular Plant,American Pachysandra,Least Concern,98
Great Smoky Mountains,Pachysandra procumbens,Vascular Plant,American Pachysandra,Least Concern,68
Yellowstone,Pachysandra procumbens,Vascular Plant,American Pachysandra,Least Concern,213
Yosemite,Pachysandra procumbens,Vascular Plant,American Pachysandra,Least Concern,118
Bryce,Pachysandra terminalis,Vascular Plant,Pachysandra,Least Concern,146
Great Smoky Mountains,Pachysandra terminalis,Vascular Plant,Pachysandra,Least Concern,52
Yellowstone,Pachysandra terminalis,Vascular Plant,Pachysandra,Least Concern,243
Yosemite,Pachysandra terminalis,Vascular Plant,Pachysandra,Least Concern,127
Bryce,Packera anonyma,Vascular Plant,Small's Ragwort,Least Concern,103
Great Smoky Mountains,Packera anonyma,Vascular Plant,Small's Ragwort,Least Concern,110
Yellowstone,Packera anonyma,Vascular Plant,Small's Ragwort,Least Concern,267
Yosemite,Packera anonyma,Vascular Plant,Small's Ragwort,Least Concern,166
Bryce,Packera aurea,Vascular Plant,Golden Ragwort,Least Concern,130
Great Smoky Mountains,Packera aurea,Vascular Plant,Golden Ragwort,Least Concern,71
Yellowstone,Packera aurea,Vascular Plant,Golden Ragwort,Least Concern,261
Yosemite,Packera aurea,Vascular Plant,Golden Ragwort,Least Concern,173
Bryce,Packera cana,Vascular Plant,Woolly Groundsel,Least Concern,66
Great Smoky Mountains,Packera cana,Vascular Plant,Woolly Groundsel,Least Concern,117
Yellowstone,Packera cana,Vascular Plant,Woolly Groundsel,Least Concern,252
Yosemite,Packera cana,Vascular Plant,Woolly Groundsel,Least Concern,167
Bryce,Packera dimorphophylla var. paysonii,Vascular Plant,Payson's Groundsel,Least Concern,103
Great Smoky Mountains,Packera dimorphophylla var. paysonii,Vascular Plant,Payson's Groundsel,Least Concern,60
Yellowstone,Packera dimorphophylla var. paysonii,Vascular Plant,Payson's Groundsel,Least Concern,276
Yosemite,Packera dimorphophylla var. paysonii,Vascular Plant,Payson's Groundsel,Least Concern,146
Bryce,Packera obovata,Vascular Plant,Roundleaf Ragwort,Least Concern,91
Great Smoky Mountains,Packera obovata,Vascular Plant,Roundleaf Ragwort,Least Concern,64
Yellowstone,Packera obovata,Vascular Plant,Roundleaf Ragwort,Least Concern,244
Yosemite,Packera obovata,Vascular Plant,Roundleaf Ragwort,Least Concern,122
Bryce,Packera paupercula,Vascular Plant,Balsam Groundsel,Least Concern,59
Great Smoky Mountains,Packera paupercula,Vascular Plant,Balsam Groundsel,Least Concern,75
Yellowstone,Packera paupercula,Vascular Plant,Balsam Groundsel,Least Concern,242
Yosemite,Packera paupercula,Vascular Plant,Balsam Groundsel,Least Concern,154
Bryce,Packera pseudaurea,Vascular Plant,Falsegold Groundsel,Least Concern,104
Great Smoky Mountains,Packera pseudaurea,Vascular Plant,Falsegold Groundsel,Least Concern,83
Yellowstone,Packera pseudaurea,Vascular Plant,Falsegold Groundsel,Least Concern,257
Yosemite,Packera pseudaurea,Vascular Plant,Falsegold Groundsel,Least Concern,170
Bryce,Packera streptanthifolia,Vascular Plant,Rocky Mountain Groundsel,Least Concern,114
Great Smoky Mountains,Packera streptanthifolia,Vascular Plant,Rocky Mountain Groundsel,Least Concern,75
Yellowstone,Packera streptanthifolia,Vascular Plant,Rocky Mountain Groundsel,Least Concern,206
Yosemite,Packera streptanthifolia,Vascular Plant,Rocky Mountain Groundsel,Least Concern,171
Bryce,Packera werneriifolia,Vascular Plant,Hoary Groundsel,Least Concern,93
Great Smoky Mountains,Packera werneriifolia,Vascular Plant,Hoary Groundsel,Least Concern,45
Yellowstone,Packera werneriifolia,Vascular Plant,Hoary Groundsel,Least Concern,233
Yosemite,Packera werneriifolia,Vascular Plant,Hoary Groundsel,Least Concern,159
Bryce,Paeonia brownii,Vascular Plant,Brown's Peony,Least Concern,82
Great Smoky Mountains,Paeonia brownii,Vascular Plant,Brown's Peony,Least Concern,62
Yellowstone,Paeonia brownii,Vascular Plant,Brown's Peony,Least Concern,263
Yosemite,Paeonia brownii,Vascular Plant,Brown's Peony,Least Concern,112
Bryce,Panax quinquefolius,Vascular Plant,Ginseng,Least Concern,116
Great Smoky Mountains,Panax quinquefolius,Vascular Plant,Ginseng,Least Concern,56
Yellowstone,Panax quinquefolius,Vascular Plant,Ginseng,Least Concern,259
Yosemite,Panax quinquefolius,Vascular Plant,Ginseng,Least Concern,143
Bryce,Panax trifolius,Vascular Plant,Dwarf Ginseng,Least Concern,50
Great Smoky Mountains,Panax trifolius,Vascular Plant,Dwarf Ginseng,Least Concern,74
Yellowstone,Panax trifolius,Vascular Plant,Dwarf Ginseng,Least Concern,277
Yosemite,Panax trifolius,Vascular Plant,Dwarf Ginseng,Least Concern,96
Bryce,Pandion haliaetus,Bird,Western Osprey,Species of Concern,154
Great Smoky Mountains,Pandion haliaetus,Bird,Western Osprey,Species of Concern,138
Yellowstone,Pandion haliaetus,Bird,Western Osprey,Species of Concern,466
Yosemite,Pandion haliaetus,Bird,Western Osprey,Species of Concern,282
Bryce,Panicum anceps,Vascular Plant,Panic Grass,Least Concern,121
Great Smoky Mountains,Panicum anceps,Vascular Plant,Panic Grass,Least Concern,89
Yellowstone,Panicum anceps,Vascular Plant,Panic Grass,Least Concern,276
Yosemite,Panicum anceps,Vascular Plant,Panic Grass,Least Concern,143
Bryce,Panicum capillare,Vascular Plant,Witchgrass,Least Concern,195
Great Smoky Mountains,Panicum capillare,Vascular Plant,Witchgrass,Least Concern,113
Yellowstone,Panicum capillare,Vascular Plant,Witchgrass,Least Concern,510
Yosemite,Panicum capillare,Vascular Plant,Witchgrass,Least Concern,323
Bryce,Panicum dichotomiflorum,Vascular Plant,Spreading Panic-Grass,Least Concern,108
Great Smoky Mountains,Panicum dichotomiflorum,Vascular Plant,Spreading Panic-Grass,Least Concern,75
Yellowstone,Panicum dichotomiflorum,Vascular Plant,Spreading Panic-Grass,Least Concern,239
Yosemite,Panicum dichotomiflorum,Vascular Plant,Spreading Panic-Grass,Least Concern,139
Bryce,Panicum flexile,Vascular Plant,Wiry Panicgrass,Least Concern,99
Great Smoky Mountains,Panicum flexile,Vascular Plant,Wiry Panicgrass,Least Concern,96
Yellowstone,Panicum flexile,Vascular Plant,Wiry Panicgrass,Least Concern,223
Yosemite,Panicum flexile,Vascular Plant,Wiry Panicgrass,Least Concern,156
Bryce,Panicum gattingeri,Vascular Plant,Panic Grass,Least Concern,82
Great Smoky Mountains,Panicum gattingeri,Vascular Plant,Panic Grass,Least Concern,94
Yellowstone,Panicum gattingeri,Vascular Plant,Panic Grass,Least Concern,290
Yosemite,Panicum gattingeri,Vascular Plant,Panic Grass,Least Concern,172
Bryce,Panicum miliaceum,Vascular Plant,Wild Proso Millet,Least Concern,194
Great Smoky Mountains,Panicum miliaceum,Vascular Plant,Wild Proso Millet,Least Concern,164
Yellowstone,Panicum miliaceum,Vascular Plant,Wild Proso Millet,Least Concern,465
Yosemite,Panicum miliaceum,Vascular Plant,Wild Proso Millet,Least Concern,335
Bryce,Panicum philadelphicum,Vascular Plant,Philadelphia Panic Grass,Least Concern,103
Great Smoky Mountains,Panicum philadelphicum,Vascular Plant,Philadelphia Panic Grass,Least Concern,84
Yellowstone,Panicum philadelphicum,Vascular Plant,Philadelphia Panic Grass,Least Concern,256
Yosemite,Panicum philadelphicum,Vascular Plant,Philadelphia Panic Grass,Least Concern,163
Bryce,Panicum rigidulum,Vascular Plant,Redtop Panicum,Least Concern,85
Great Smoky Mountains,Panicum rigidulum,Vascular Plant,Redtop Panicum,Least Concern,82
Yellowstone,Panicum rigidulum,Vascular Plant,Redtop Panicum,Least Concern,272
Yosemite,Panicum rigidulum,Vascular Plant,Redtop Panicum,Least Concern,119
Bryce,Panicum rigidulum var. elongatum,Vascular Plant,Tall Flat Panic-Grass,Least Concern,93
Great Smoky Mountains,Panicum rigidulum var. elongatum,Vascular Plant,Tall Flat Panic-Grass,Least Concern,70
Yellowstone,Panicum rigidulum var. elongatum,Vascular Plant,Tall Flat Panic-Grass,Least Concern,253
Yosemite,Panicum rigidulum var. elongatum,Vascular Plant,Tall Flat Panic-Grass,Least Concern,181
Bryce,Panicum rigidulum var. pubescens,Vascular Plant,Long-Leaved Panic Grass,Least Concern,83
Great Smoky Mountains,Panicum rigidulum var. pubescens,Vascular Plant,Long-Leaved Panic Grass,Least Concern,85
Yellowstone,Panicum rigidulum var. pubescens,Vascular Plant,Long-Leaved Panic Grass,Least Concern,226
Yosemite,Panicum rigidulum var. pubescens,Vascular Plant,Long-Leaved Panic Grass,Least Concern,158
Bryce,Panicum rigidulum var. rigidulum,Vascular Plant,Redtop Panicum,Least Concern,188
Great Smoky Mountains,Panicum rigidulum var. rigidulum,Vascular Plant,Redtop Panicum,Least Concern,117
Yellowstone,Panicum rigidulum var. rigidulum,Vascular Plant,Redtop Panicum,Least Concern,531
Yosemite,Panicum rigidulum var. rigidulum,Vascular Plant,Redtop Panicum,Least Concern,245
Bryce,Panicum verrucosum,Vascular Plant,Warty Panic Grass,Least Concern,112
Great Smoky Mountains,Panicum verrucosum,Vascular Plant,Warty Panic Grass,Least Concern,74
Yellowstone,Panicum verrucosum,Vascular Plant,Warty Panic Grass,Least Concern,216
Yosemite,Panicum verrucosum,Vascular Plant,Warty Panic Grass,Least Concern,172
Bryce,Panicum virgatum,Vascular Plant,Panic Grass,Least Concern,122
Great Smoky Mountains,Panicum virgatum,Vascular Plant,Panic Grass,Least Concern,51
Yellowstone,Panicum virgatum,Vascular Plant,Panic Grass,Least Concern,261
Yosemite,Panicum virgatum,Vascular Plant,Panic Grass,Least Concern,179
Bryce,Papaver dubium,Vascular Plant,Blindeyes,Least Concern,107
Great Smoky Mountains,Papaver dubium,Vascular Plant,Blindeyes,Least Concern,66
Yellowstone,Papaver dubium,Vascular Plant,Blindeyes,Least Concern,243
Yosemite,Papaver dubium,Vascular Plant,Blindeyes,Least Concern,194
Bryce,Papaver hybridum,Vascular Plant,Round Pricklyhead Poppy,Least Concern,88
Great Smoky Mountains,Papaver hybridum,Vascular Plant,Round Pricklyhead Poppy,Least Concern,82
Yellowstone,Papaver hybridum,Vascular Plant,Round Pricklyhead Poppy,Least Concern,258
Yosemite,Papaver hybridum,Vascular Plant,Round Pricklyhead Poppy,Least Concern,150
Bryce,Paraleucobryum longifolium,Nonvascular Plant,Longleaf Paraleucobryum Moss,Least Concern,124
Great Smoky Mountains,Paraleucobryum longifolium,Nonvascular Plant,Longleaf Paraleucobryum Moss,Least Concern,74
Yellowstone,Paraleucobryum longifolium,Nonvascular Plant,Longleaf Paraleucobryum Moss,Least Concern,201
Yosemite,Paraleucobryum longifolium,Nonvascular Plant,Longleaf Paraleucobryum Moss,Least Concern,144
Bryce,Parapholis incurva,Vascular Plant,Curved Sicklegrass,Least Concern,127
Great Smoky Mountains,Parapholis incurva,Vascular Plant,Curved Sicklegrass,Least Concern,58
Yellowstone,Parapholis incurva,Vascular Plant,Curved Sicklegrass,Least Concern,257
Yosemite,Parapholis incurva,Vascular Plant,Curved Sicklegrass,Least Concern,148
Bryce,Parascalops breweri,Mammal,Hairy-Tailed Mole,Least Concern,100
Great Smoky Mountains,Parascalops breweri,Mammal,Hairy-Tailed Mole,Least Concern,72
Yellowstone,Parascalops breweri,Mammal,Hairy-Tailed Mole,Least Concern,256
Yosemite,Parascalops breweri,Mammal,Hairy-Tailed Mole,Least Concern,130
Bryce,Parastrellus hesperus,Mammal,Canyon Bat,Least Concern,93
Great Smoky Mountains,Parastrellus hesperus,Mammal,Canyon Bat,Least Concern,81
Yellowstone,Parastrellus hesperus,Mammal,Canyon Bat,Least Concern,255
Yosemite,Parastrellus hesperus,Mammal,Canyon Bat,Least Concern,149
